"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"India","2001","Total","Male","Jagadhri","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","55844","1"
"India","2001","Total","Male","Jagdalpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","52909","1"
"India","2001","Total","Male","Jaipur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","1237765","1"
"India","2001","Total","Male","Jalandhar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","379439","1"
"India","2001","Total","Male","Jalandhar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","383624","1"
"India","2001","Total","Male","Jalgaon","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","193496","1"
"India","2001","Total","Male","Jalna","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","121922","1"
"India","2001","Total","Male","Jalpaiguri","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","50629","1"
"India","2001","Total","Male","Jammu","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","198956","1"
"India","2001","Total","Male","Jammu","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","334452","1"
"India","2001","Total","Male","Jamnagar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","232845","1"
"India","2001","Total","Male","Jamnagar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","292168","1"
"India","2001","Total","Male","Jamshedpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","301433","1"
"India","2001","Total","Male","Jamshedpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","581829","1"
"India","2001","Total","Male","Jamuria","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","68695","1"
"India","2001","Total","Male","Jaunpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","84203","1"
"India","2001","Total","Male","Jetpur Navagadh","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","54768","1"
"India","2001","Total","Male","Jhansi","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","202745","1"
"India","2001","Total","Male","Jhansi","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","244169","1"
"India","2001","Total","Male","Jhunjhunun","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","52781","1"
"India","2001","Total","Male","Jind","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","73407","1"
"India","2001","Total","Male","Jodhpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","454075","1"
"India","2001","Total","Male","Jodhpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","459198","1"
"India","2001","Total","Male","Jorhat","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","73213","1"
"India","2001","Total","Male","Junagadh","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","86980","1"
"India","2001","Total","Male","Junagadh","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","130461","1"
"India","2001","Total","Male","Kaithal","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","63098","1"
"India","2001","Total","Male","Kakinada","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","146476","1"
"India","2001","Total","Male","Kakinada","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","187064","1"
"India","2001","Total","Male","Kalol","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","53110","1"
"India","2001","Total","Male","Kalol","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","59539","1"
"India","2001","Total","Male","Kalyan","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","633508","1"
"India","2001","Total","Male","Kamarhati","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","168555","1"
"India","2001","Total","Male","Kamptee","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","71270","1"
"India","2001","Total","Male","Kancheepuram","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","77069","1"
"India","2001","Total","Male","Kancheepuram","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","95068","1"
"India","2001","Total","Male","Kanchrapara","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","65264","1"
"India","2001","Total","Male","Kanhangad","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","31627","1"
"India","2001","Total","Male","Kanhangad","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","62002","1"
"India","2001","Total","Male","Kannur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","237108","1"
"India","2001","Total","Male","Kanpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","1374121","1"
"India","2001","Total","Male","Kanpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","1465142","1"
"India","2001","Total","Male","Kapra","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","82579","1"
"India","2001","Total","Male","Karaikkudi","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","62479","1"
"India","2001","Total","Male","Karawal Nagar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","80495","1"
"India","2001","Total","Male","Karimnagar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","105336","1"
"India","2001","Total","Male","Karimnagar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","111875","1"
"India","2001","Total","Male","Karnal","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","110595","1"
"India","2001","Total","Male","Karnal","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","117875","1"
"India","2001","Total","Male","Karur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","77207","1"
"India","2001","Total","Male","Katihar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","93617","1"
"India","2001","Total","Male","Katihar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","102161","1"
"India","2001","Total","Male","Khammam","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","80574","1"
"India","2001","Total","Male","Khammam","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","100930","1"
"India","2001","Total","Male","Khandwa","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","88950","1"
"India","2001","Total","Male","Khanna","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","55276","1"
"India","2001","Total","Male","Kharagpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","97721","1"
"India","2001","Total","Male","Kharagpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","140730","1"
"India","2001","Total","Male","Khardaha","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","61214","1"
"India","2001","Total","Male","Khargone","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","53921","1"
"India","2001","Total","Male","Kirari Suleman Nagar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","85362","1"
"India","2001","Total","Male","Kishangarh","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","61075","1"
"India","2001","Total","Male","Koch Bihar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","52275","1"
"India","2001","Total","Male","Kochi","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","294756","1"
"India","2001","Total","Male","Kochi","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","670340","1"
"India","2001","Total","Male","Kolar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","58060","1"
"India","2001","Total","Male","Kolhapur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","255778","1"
"India","2001","Total","Male","Kolhapur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","262258","1"
"India","2001","Total","Male","Kolkata (Calcutta)","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","2500040","1"
"India","2001","Total","Male","Kolkata (Calcutta)","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","7064138","1,3"
"India","2001","Total","Male","Kollam","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","177677","1"
"India","2001","Total","Male","Kollam","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","186924","1"
"India","2001","Total","Male","Korba","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","164768","1"
"India","2001","Total","Male","Kota","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","368451","1"
"India","2001","Total","Male","Kota","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","373094","1"
"India","2001","Total","Male","Kothagudem","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","52318","1"
"India","2001","Total","Male","Kottayam","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","84960","1"
"India","2001","Total","Male","Kozhikode","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","211888","1"
"India","2001","Total","Male","Kozhikode","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","429163","1"
"India","2001","Total","Male","Krishnanagar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","70576","1"
"India","2001","Total","Male","Krishnanagar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","75495","1"
"India","2001","Total","Male","Krishnarajapura","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","97412","1"
"India","2001","Total","Male","Kukatpalle","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","153331","1"
"India","2001","Total","Male","Kulti","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","152821","1"
"India","2001","Total","Male","Kumbakonam","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","69785","1"
"India","2001","Total","Male","Kumbakonam","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","80188","1"
"India","2001","Total","Male","Kurnool","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","136619","1"
"India","2001","Total","Male","Kurnool","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","174190","1"
"India","2001","Total","Male","Lal Bahadur Nagar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","138667","1"
"India","2001","Total","Male","Lakhimpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","65236","1"
"India","2001","Total","Male","Lalitpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","58993","1"
"India","2001","Total","Male","Latur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","156547","1"
"India","2001","Total","Male","Loni","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","65278","1"
"India","2001","Total","Male","Lucknow","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","1156151","1"
"India","2001","Total","Male","Lucknow","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","1189466","1"
"India","2001","Total","Male","Ludhiana","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","793142","1"
"India","2001","Total","Male","Machilipatnam","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","89100","1"
"India","2001","Total","Male","Madanapalle","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","54497","1"
"India","2001","Total","Male","Madhyamgram","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","79728","1"
"India","2001","Total","Male","Madurai","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","469396","1"
"India","2001","Total","Male","Madurai","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","608531","1"
"India","2001","Total","Male","Mahadevapura","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","72882","1"
"India","2001","Total","Male","Mahbubnagar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","67007","1"
"India","2001","Total","Male","Mahbubnagar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","71516","1"
"India","2001","Total","Male","Mahesana","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","74866","1"
"India","2001","Total","Male","Maheshtala","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","202304","1"
"India","2001","Total","Male","Mainpuri","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","55462","1"
"India","2001","Total","Male","Malappuram","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","83709","1"
"India","2001","Total","Male","Malegaon","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","208864","1"
"India","2001","Total","Male","Malerkotla","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","56767","1"
"India","2001","Total","Male","Malkajgiri","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","98972","1"
"India","2001","Total","Male","Mancherial","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","60371","1"
"India","2001","Total","Male","Mandsaur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","60269","1"
"India","2001","Total","Male","Mandsaur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","60859","1"
"India","2001","Total","Male","Mandya","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","66551","1"
"India","2001","Total","Male","Mangalore","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","200630","1"
"India","2001","Total","Male","Mangalore","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","269562","1"
"India","2001","Total","Male","Mango","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","87375","1"
"India","2001","Total","Male","Mathura","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","162021","1"
"India","2001","Total","Male","Mathura","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","174335","1"
"India","2001","Total","Male","Maunath Bhanjan","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","109958","1"
"India","2001","Total","Male","Medinipur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","76503","1"
"India","2001","Total","Male","Meerut","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","568081","1"
"India","2001","Total","Male","Meerut","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","621481","1"
"India","2001","Total","Male","Mira-Bhayandar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","286391","1"
"India","2001","Total","Male","Mirzapur-cum-Vindhyachal","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","109647","1"
"India","2001","Total","Male","Modinagar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","60468","1"
"India","2001","Total","Male","Modinagar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","74788","1"
"India","2001","Total","Male","Moga","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","66888","1"
"India","2001","Total","Male","Moga","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","72043","1"
"India","2001","Total","Male","Moradabad","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","340314","1"
"India","2001","Total","Male","Morena","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","82305","1"
"India","2001","Total","Male","Mormugoa","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","55954","1"
"India","2001","Total","Male","Morvi","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","75745","1"
"India","2001","Total","Male","Morvi","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","92639","1"
"India","2001","Total","Male","Motihari","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","54261","1"
"India","2001","Total","Male","Motihari","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","59148","1"
"India","2001","Total","Male","Mughalsarai","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","61579","1"
"India","2001","Total","Male","Mumbai (Bombay)","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","6619966","1"
"India","2001","Total","Male","Mumbai (Bombay)","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","9021789","1"
"India","2001","Total","Male","Munger","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","101264","1"
"India","2001","Total","Male","Murwara (Katni)","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","97843","1"
"India","2001","Total","Male","Muzaffarnagar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","167397","1"
"India","2001","Total","Male","Muzaffarnagar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","175283","1"
"India","2001","Total","Male","Muzaffarpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","164000","1"
"India","2001","Total","Male","Mysore","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","383480","1"
"India","2001","Total","Male","Mysore","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","406363","1"
"India","2001","Total","Male","Nabadwip","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","58287","1"
"India","2001","Total","Male","Nabadwip","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","63574","1"
"India","2001","Total","Male","Nadiad","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","100322","1"
"India","2001","Total","Male","Nadiad","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","102336","1"
"India","2001","Total","Male","Nagaon","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","56815","1"
"India","2001","Total","Male","Nagaon","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","64895","1"
"India","2001","Total","Male","Nagercoil","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","102907","1"
"India","2001","Total","Male","Nagpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","1059765","1"
"India","2001","Total","Male","Nagpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","1102009","1"
"India","2001","Total","Male","Naihati","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","113777","1"
"India","2001","Total","Male","Nala Sopara","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","98870","1"
"India","2001","Total","Male","Nalgonda","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","56299","1"
"India","2001","Total","Male","Nalgonda","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","56848","1"
"India","2001","Total","Male","Nanded","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","224843","1"
"India","2001","Total","Male","Nandyal","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","77273","1"
"India","2001","Total","Male","Nandyal","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","79500","1"
"India","2001","Total","Male","Nangloi Jat","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","82687","1"
"India","2001","Total","Male","Nashik","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","575737","1"
"India","2001","Total","Male","Nashik","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","616088","1"
"India","2001","Total","Male","Navghar-Manikpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","61757","1"
"India","2001","Total","Male","Navi Mumbai (New Bombay)","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","395705","1"
"India","2001","Total","Male","Navsari","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","69794","1"
"India","2001","Total","Male","Navsari","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","122282","1"
"India","2001","Total","Male","Neemuch","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","56588","1"
"India","2001","Total","Male","Neemuch","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","59320","1"
"India","2001","Total","Male","Nellore","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","190522","1"
"India","2001","Total","Male","Nellore","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","203823","1"
"India","2001","Total","Male","NEW DELHI","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","165723","1,4,5"
"India","2001","Total","Male","Neyveli","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","65348","1"
"India","2001","Total","Male","Neyveli","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","70746","1"
"India","2001","Total","Male","Nizamabad","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","146198","1"
"India","2001","Total","Male","Noida","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","168958","1"
"India","2001","Total","Male","North Barrackpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","63796","1"
"India","2001","Total","Male","North Dumdum","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","113034","1"
"India","2001","Total","Male","Ongole","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","76511","1"
"India","2001","Total","Male","Ongole","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","78242","1"
"India","2001","Total","Male","Orai","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","74703","1"
"India","2001","Total","Male","Ozhukarai","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","110042","1"
"India","2001","Total","Male","Palakkad","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","64379","1"
"India","2001","Total","Male","Palakkad","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","96928","1"
"India","2001","Total","Male","Palanpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","58055","1"
"India","2001","Total","Male","Palanpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","64365","1"
"India","2001","Total","Male","Pali","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","99267","1"
"India","2001","Total","Male","Pallavaram","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","73385","1"
"India","2001","Total","Male","Palwal","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","53648","1"
"India","2001","Total","Male","Panchkula Urban Estate","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","75897","1"
"India","2001","Total","Male","Panihati","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","180307","1"
"India","2001","Total","Male","Panipat","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","143644","1"
"India","2001","Total","Male","Panipat","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","194850","1"
"India","2001","Total","Male","Panvel","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","54963","1"
"India","2001","Total","Male","Parbhani","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","133959","1"
"India","2001","Total","Male","Patan","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","59097","1"
"India","2001","Total","Male","Patan","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","59955","1"
"India","2001","Total","Male","Pathankot","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","86520","1"
"India","2001","Total","Male","Pathankot","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","92003","1"
"India","2001","Total","Male","Patiala","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","162573","1"
"India","2001","Total","Male","Patiala","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","173682","1"
"India","2001","Total","Male","Patna","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","746344","1"
"India","2001","Total","Male","Patna","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","922971","1"
"India","2001","Total","Male","Phagwara","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","55335","1"
"India","2001","Total","Male","Phusro","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","93700","1"
"India","2001","Total","Male","Pilibhit","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","65853","1"
"India","2001","Total","Male","Pimpri Chinchwad","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","547050","1"
"India","2001","Total","Male","Pollachi","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","64657","1"
"India","2001","Total","Male","Pondicherry","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","109389","1"
"India","2001","Total","Male","Pondicherry","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","253375","1"
"India","2001","Total","Male","Porbandar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","68201","1"
"India","2001","Total","Male","Porbandar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","101824","1"
"India","2001","Total","Male","Proddatur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","75372","1"
"India","2001","Total","Male","Pudukkottai","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","54614","1"
"India","2001","Total","Male","Pune","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","1321338","1"
"India","2001","Total","Male","Pune","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","1980621","1"
"India","2001","Total","Male","Puri","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","82269","1"
"India","2001","Total","Male","Purnia","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","92826","1"
"India","2001","Total","Male","Purnia","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","106313","1"
"India","2001","Total","Male","Puruliya","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","59092","1"
"India","2001","Total","Male","Quthbullapur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","120690","1"
"India","2001","Total","Male","Rae Bareli","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","88911","1"
"India","2001","Total","Male","Raichur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","105763","1"
"India","2001","Total","Male","Raiganj","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","87458","1"
"India","2001","Total","Male","Raiganj","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","92703","1"
"India","2001","Total","Male","Raigarh","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","57650","1"
"India","2001","Total","Male","Raigarh","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","60101","1"
"India","2001","Total","Male","Raipur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","314584","1"
"India","2001","Total","Male","Raipur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","364436","1"
"India","2001","Total","Male","Rajahmundry","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","158454","1"
"India","2001","Total","Male","Rajahmundry","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","207869","1"
"India","2001","Total","Male","Rajapalayam","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","61221","1"
"India","2001","Total","Male","Rajarhat Gopalpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","140218","1"
"India","2001","Total","Male","Rajendranagar","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","74889","1"
"India","2001","Total","Male","Rajkot","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","506993","1"
"India","2001","Total","Male","Rajkot","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","525898","1"
"India","2001","Total","Male","Rajnandgaon","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","72949","1"
"India","2001","Total","Male","Rajpur Sonarpur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","174140","1"
"India","2001","Total","Male","Ramagundam","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","120687","1"
"India","2001","Total","Male","Ramagundam","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","121250","1"
"India","2001","Total","Male","Ramgarh","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","61591","1"
"India","2001","Total","Male","Rampur","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","146652","1"
"India","2001","Total","Male","Ranaghat","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","73933","1"
"India","2001","Total","Male","Ranchi","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","450727","1"
"India","2001","Total","Male","Ranchi","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","459462","1"
"India","2001","Total","Male","Raniganj","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","59270","1"
"India","2001","Total","Male","Ratlam","City proper","Census - de facto - complete tabulation","Final figure, complete","2007","114370","1"
"India","2001","Total","Male","Ratlam","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2007","120874","1"
